Highly correlated feature pairs (above threshold):
office_count_1500 and cafe_count_1000_price_500: Correlation = 0.923943535314385
office_count_1500 and cafe_count_1000_price_1000: Correlation = 0.945579138826495
office_count_1500 and cafe_count_1000_price_1500: Correlation = 0.9394493712763544
office_count_1500 and cafe_count_1000_price_2500: Correlation = 0.92050583527912
office_count_1500 and cafe_count_1000_price_4000: Correlation = 0.865692151732124
office_count_1500 and big_church_count_1000: Correlation = 0.8986791683623765
office_count_1500 and church_count_1000: Correlation = 0.8955543076088268
office_count_1500 and leisure_count_1000: Correlation = 0.8816536516348721
office_sqm_1500 and office_count_1000: Correlation = 0.8199768163268878
office_sqm_1500 and office_sqm_1000: Correlation = 0.9097223818204065
office_sqm_1500 and office_count_1500: Correlation = 0.8351740068941823
trc_count_1500 and shopping_centers_raion: Correlation = 0.8309404021475033
trc_count_1500 and trc_count_1000: Correlation = 0.8979818675423085
trc_sqm_1500 and trc_sqm_1000: Correlation = 0.8321051473546809
cafe_count_1500 and culture_objects_top_25_raion: Correlation = 0.9046932883076125
cafe_count_1500 and office_raion: Correlation = 0.9166059458754838
cafe_count_1500 and office_count_500: Correlation = 0.8198678067580778
cafe_count_1500 and cafe_count_500: Correlation = 0.9636457635083634
cafe_count_1500 and cafe_count_500_na_price: Correlation = 0.9122040498808723
cafe_count_1500 and cafe_count_500_price_500: Correlation = 0.9353105287865258
cafe_count_1500 and cafe_count_500_price_1000: Correlation = 0.8239121939550943
cafe_count_1500 and cafe_count_500_price_1500: Correlation = 0.9094764276481101
cafe_count_1500 and cafe_count_500_price_2500: Correlation = 0.9543436996775597
cafe_count_1500 and cafe_count_500_price_4000: Correlation = 0.8843048665007849
cafe_count_1500 and big_church_count_500: Correlation = 0.9093763350807145
cafe_count_1500 and church_count_500: Correlation = 0.9190070091751907
cafe_count_1500 and office_count_1000: Correlation = 0.9215844907895212
cafe_count_1500 and cafe_count_1000: Correlation = 0.9946866038328915
cafe_count_1500 and cafe_count_1000_na_price: Correlation = 0.9508500681558234
cafe_count_1500 and cafe_count_1000_price_500: Correlation = 0.9871772169421908
cafe_count_1500 and cafe_count_1000_price_1000: Correlation = 0.9679428471508013
cafe_count_1500 and cafe_count_1000_price_1500: Correlation = 0.9875883106835859
cafe_count_1500 and cafe_count_1000_price_2500: Correlation = 0.9852258977776217
cafe_count_1500 and cafe_count_1000_price_4000: Correlation = 0.9592894338612102
cafe_count_1500 and big_church_count_1000: Correlation = 0.9340804622921248
cafe_count_1500 and church_count_1000: Correlation = 0.95147905100782
cafe_count_1500 and leisure_count_1000: Correlation = 0.9248938692265077
cafe_count_1500 and office_count_1500: Correlation = 0.9542459467486437
cafe_sum_1500_max_price_avg and cafe_sum_1500_min_price_avg: Correlation = 0.9808804223923177
cafe_avg_price_1500 and cafe_sum_1500_min_price_avg: Correlation = 0.9930402211810061
cafe_avg_price_1500 and cafe_sum_1500_max_price_avg: Correlation = 0.99697420833311
cafe_count_1500_na_price and culture_objects_top_25_raion: Correlation = 0.8744478068921022
cafe_count_1500_na_price and office_raion: Correlation = 0.9048605311964038
cafe_count_1500_na_price and office_count_500: Correlation = 0.8121535119254998
cafe_count_1500_na_price and cafe_count_500: Correlation = 0.943395997486495
cafe_count_1500_na_price and cafe_count_500_na_price: Correlation = 0.9100783129679176
cafe_count_1500_na_price and cafe_count_500_price_500: Correlation = 0.912635256869332
cafe_count_1500_na_price and cafe_count_500_price_1000: Correlation = 0.8033390113771892
cafe_count_1500_na_price and cafe_count_500_price_1500: Correlation = 0.8949080623215258
cafe_count_1500_na_price and cafe_count_500_price_2500: Correlation = 0.9287336708108903
cafe_count_1500_na_price and cafe_count_500_price_4000: Correlation = 0.8636971806514295
cafe_count_1500_na_price and big_church_count_500: Correlation = 0.8800207133738692
cafe_count_1500_na_price and church_count_500: Correlation = 0.8884674929327396
cafe_count_1500_na_price and office_count_1000: Correlation = 0.9083281495615513
cafe_count_1500_na_price and cafe_count_1000: Correlation = 0.9700058315068176
cafe_count_1500_na_price and cafe_count_1000_na_price: Correlation = 0.9710631157128475
cafe_count_1500_na_price and cafe_count_1000_price_500: Correlation = 0.9596603516903721
cafe_count_1500_na_price and cafe_count_1000_price_1000: Correlation = 0.9400783014904913
cafe_count_1500_na_price and cafe_count_1000_price_1500: Correlation = 0.9629986992808272
cafe_count_1500_na_price and cafe_count_1000_price_2500: Correlation = 0.9563698270850431
cafe_count_1500_na_price and cafe_count_1000_price_4000: Correlation = 0.9293470830871849
cafe_count_1500_na_price and big_church_count_1000: Correlation = 0.9205514246110269
cafe_count_1500_na_price and church_count_1000: Correlation = 0.9276828799007396
cafe_count_1500_na_price and leisure_count_1000: Correlation = 0.8978046236469512
cafe_count_1500_na_price and office_count_1500: Correlation = 0.9422939405865249
cafe_count_1500_na_price and cafe_count_1500: Correlation = 0.9758430925235223
cafe_count_1500_price_500 and culture_objects_top_25_raion: Correlation = 0.9080176663281262
cafe_count_1500_price_500 and office_raion: Correlation = 0.9103908756392394
cafe_count_1500_price_500 and office_count_500: Correlation = 0.8115563679048898
cafe_count_1500_price_500 and cafe_count_500: Correlation = 0.9576486374448915
cafe_count_1500_price_500 and cafe_count_500_na_price: Correlation = 0.9106268855457292
cafe_count_1500_price_500 and cafe_count_500_price_500: Correlation = 0.9371255951169793
cafe_count_1500_price_500 and cafe_count_500_price_1000: Correlation = 0.8148494454430277
cafe_count_1500_price_500 and cafe_count_500_price_1500: Correlation = 0.898381370865156
cafe_count_1500_price_500 and cafe_count_500_price_2500: Correlation = 0.9477122818844544
cafe_count_1500_price_500 and cafe_count_500_price_4000: Correlation = 0.8716266209762986
cafe_count_1500_price_500 and big_church_count_500: Correlation = 0.9088717009847721
cafe_count_1500_price_500 and church_count_500: Correlation = 0.9207785808336957
cafe_count_1500_price_500 and office_count_1000: Correlation = 0.915751468119749
cafe_count_1500_price_500 and trc_count_1000: Correlation = 0.8005292813411338
cafe_count_1500_price_500 and cafe_count_1000: Correlation = 0.990578701203873
cafe_count_1500_price_500 and cafe_count_1000_na_price: Correlation = 0.944831933078089
cafe_count_1500_price_500 and cafe_count_1000_price_500: Correlation = 0.9906619800076516
cafe_count_1500_price_500 and cafe_count_1000_price_1000: Correlation = 0.961443739008633
cafe_count_1500_price_500 and cafe_count_1000_price_1500: Correlation = 0.9794292321231169
cafe_count_1500_price_500 and cafe_count_1000_price_2500: Correlation = 0.9788681075717283
cafe_count_1500_price_500 and cafe_count_1000_price_4000: Correlation = 0.9530591259173037
cafe_count_1500_price_500 and big_church_count_1000: Correlation = 0.9286909556356713
cafe_count_1500_price_500 and church_count_1000: Correlation = 0.950516100747116
cafe_count_1500_price_500 and leisure_count_1000: Correlation = 0.9177441678398929
cafe_count_1500_price_500 and office_count_1500: Correlation = 0.9487323001609359
cafe_count_1500_price_500 and cafe_count_1500: Correlation = 0.9955688215709091
cafe_count_1500_price_500 and cafe_count_1500_na_price: Correlation = 0.9694288825529588
cafe_count_1500_price_1000 and culture_objects_top_25_raion: Correlation = 0.8825485276413847
cafe_count_1500_price_1000 and office_raion: Correlation = 0.9092987811353527
cafe_count_1500_price_1000 and office_count_500: Correlation = 0.8320871426865526
cafe_count_1500_price_1000 and cafe_count_500: Correlation = 0.9581057189854393
cafe_count_1500_price_1000 and cafe_count_500_na_price: Correlation = 0.8900265814664129
cafe_count_1500_price_1000 and cafe_count_500_price_500: Correlation = 0.929061297982905
cafe_count_1500_price_1000 and cafe_count_500_price_1000: Correlation = 0.8408962777330855
cafe_count_1500_price_1000 and cafe_count_500_price_1500: Correlation = 0.9083610236818811
cafe_count_1500_price_1000 and cafe_count_500_price_2500: Correlation = 0.9385675833502017
cafe_count_1500_price_1000 and cafe_count_500_price_4000: Correlation = 0.8663045082662495
cafe_count_1500_price_1000 and big_church_count_500: Correlation = 0.8918153598235531
cafe_count_1500_price_1000 and church_count_500: Correlation = 0.900399180808926
cafe_count_1500_price_1000 and office_count_1000: Correlation = 0.929520283281279
cafe_count_1500_price_1000 and cafe_count_1000: Correlation = 0.9863835538075229
cafe_count_1500_price_1000 and cafe_count_1000_na_price: Correlation = 0.9343754592920647
cafe_count_1500_price_1000 and cafe_count_1000_price_500: Correlation = 0.9760012155796629
cafe_count_1500_price_1000 and cafe_count_1000_price_1000: Correlation = 0.9781755045335342
cafe_count_1500_price_1000 and cafe_count_1000_price_1500: Correlation = 0.9806117757035404
cafe_count_1500_price_1000 and cafe_count_1000_price_2500: Correlation = 0.9702069369079876
cafe_count_1500_price_1000 and cafe_count_1000_price_4000: Correlation = 0.9349145753618098
cafe_count_1500_price_1000 and big_church_count_1000: Correlation = 0.9236374106241352
cafe_count_1500_price_1000 and church_count_1000: Correlation = 0.9376672090058732
cafe_count_1500_price_1000 and leisure_count_1000: Correlation = 0.9176738003608792
cafe_count_1500_price_1000 and office_count_1500: Correlation = 0.9581286980532906
cafe_count_1500_price_1000 and cafe_count_1500: Correlation = 0.9934767718447709
cafe_count_1500_price_1000 and cafe_count_1500_na_price: Correlation = 0.9628028511118005
cafe_count_1500_price_1000 and cafe_count_1500_price_500: Correlation = 0.988395157933257
cafe_count_1500_price_1500 and culture_objects_top_25_raion: Correlation = 0.8997748003480048
cafe_count_1500_price_1500 and office_raion: Correlation = 0.9142281120381492
cafe_count_1500_price_1500 and office_count_500: Correlation = 0.8105401448819537
cafe_count_1500_price_1500 and cafe_count_500: Correlation = 0.9615912995897196
cafe_count_1500_price_1500 and cafe_count_500_na_price: Correlation = 0.914771950316347
cafe_count_1500_price_1500 and cafe_count_500_price_500: Correlation = 0.9302446115682134
cafe_count_1500_price_1500 and cafe_count_500_price_1000: Correlation = 0.8176330668832031
cafe_count_1500_price_1500 and cafe_count_500_price_1500: Correlation = 0.912625091430829
cafe_count_1500_price_1500 and cafe_count_500_price_2500: Correlation = 0.9531867655253243
cafe_count_1500_price_1500 and cafe_count_500_price_4000: Correlation = 0.8813288559757501
cafe_count_1500_price_1500 and big_church_count_500: Correlation = 0.9145203948084765
cafe_count_1500_price_1500 and church_count_500: Correlation = 0.9221775794082988
cafe_count_1500_price_1500 and office_count_1000: Correlation = 0.9128386037955688
cafe_count_1500_price_1500 and cafe_count_1000: Correlation = 0.9919941665939651
cafe_count_1500_price_1500 and cafe_count_1000_na_price: Correlation = 0.9489590894346895
cafe_count_1500_price_1500 and cafe_count_1000_price_500: Correlation = 0.9828051246679625
cafe_count_1500_price_1500 and cafe_count_1000_price_1000: Correlation = 0.9618198758681582
cafe_count_1500_price_1500 and cafe_count_1000_price_1500: Correlation = 0.9905051800237272
cafe_count_1500_price_1500 and cafe_count_1000_price_2500: Correlation = 0.981592272367327
cafe_count_1500_price_1500 and cafe_count_1000_price_4000: Correlation = 0.9581946390689963
cafe_count_1500_price_1500 and big_church_count_1000: Correlation = 0.9393411064390412
cafe_count_1500_price_1500 and church_count_1000: Correlation = 0.9542479715084623
cafe_count_1500_price_1500 and leisure_count_1000: Correlation = 0.9210327868127
cafe_count_1500_price_1500 and office_count_1500: Correlation = 0.9478595839383458
cafe_count_1500_price_1500 and cafe_count_1500: Correlation = 0.9965266840675792
cafe_count_1500_price_1500 and cafe_count_1500_na_price: Correlation = 0.9711489516576451
cafe_count_1500_price_1500 and cafe_count_1500_price_500: Correlation = 0.9887448415326757
cafe_count_1500_price_1500 and cafe_count_1500_price_1000: Correlation = 0.9880628216471439
cafe_count_1500_price_2500 and culture_objects_top_25_raion: Correlation = 0.9054067902740394
cafe_count_1500_price_2500 and office_raion: Correlation = 0.9161808255743457
cafe_count_1500_price_2500 and office_count_500: Correlation = 0.81951123610648
cafe_count_1500_price_2500 and cafe_count_500: Correlation = 0.9561252651850061
cafe_count_1500_price_2500 and cafe_count_500_na_price: Correlation = 0.8996153333506843
cafe_count_1500_price_2500 and cafe_count_500_price_500: Correlation = 0.9243487441974568
cafe_count_1500_price_2500 and cafe_count_500_price_1000: Correlation = 0.815595941828494
cafe_count_1500_price_2500 and cafe_count_500_price_1500: Correlation = 0.9018477329181015
cafe_count_1500_price_2500 and cafe_count_500_price_2500: Correlation = 0.9538944640830432
cafe_count_1500_price_2500 and cafe_count_500_price_4000: Correlation = 0.8887646333436527
cafe_count_1500_price_2500 and big_church_count_500: Correlation = 0.8941195415700404
cafe_count_1500_price_2500 and church_count_500: Correlation = 0.905000521897809
cafe_count_1500_price_2500 and office_count_1000: Correlation = 0.9184417436341559
cafe_count_1500_price_2500 and cafe_count_1000: Correlation = 0.9865591659895927
cafe_count_1500_price_2500 and cafe_count_1000_na_price: Correlation = 0.9422024559321996
cafe_count_1500_price_2500 and cafe_count_1000_price_500: Correlation = 0.974676171762288
cafe_count_1500_price_2500 and cafe_count_1000_price_1000: Correlation = 0.956716924361493
cafe_count_1500_price_2500 and cafe_count_1000_price_1500: Correlation = 0.9778356273202018
cafe_count_1500_price_2500 and cafe_count_1000_price_2500: Correlation = 0.9875157177028691
cafe_count_1500_price_2500 and cafe_count_1000_price_4000: Correlation = 0.9575833351411297
cafe_count_1500_price_2500 and big_church_count_1000: Correlation = 0.9190912762622909
cafe_count_1500_price_2500 and church_count_1000: Correlation = 0.9382438286271853
cafe_count_1500_price_2500 and leisure_count_1000: Correlation = 0.9238461754427372
cafe_count_1500_price_2500 and office_count_1500: Correlation = 0.9487066237544343
cafe_count_1500_price_2500 and cafe_count_1500: Correlation = 0.9923065961314974
cafe_count_1500_price_2500 and cafe_count_1500_na_price: Correlation = 0.9667435422131516
cafe_count_1500_price_2500 and cafe_count_1500_price_500: Correlation = 0.9830099284792249
cafe_count_1500_price_2500 and cafe_count_1500_price_1000: Correlation = 0.9806993116437902
cafe_count_1500_price_2500 and cafe_count_1500_price_1500: Correlation = 0.986682977692709
cafe_count_1500_price_4000 and culture_objects_top_25_raion: Correlation = 0.9076220570821618
cafe_count_1500_price_4000 and office_raion: Correlation = 0.8805401690791863
cafe_count_1500_price_4000 and cafe_count_500: Correlation = 0.9372226919343335
cafe_count_1500_price_4000 and cafe_count_500_na_price: Correlation = 0.9111968909126882
cafe_count_1500_price_4000 and cafe_count_500_price_500: Correlation = 0.9071516609742135
cafe_count_1500_price_4000 and cafe_count_500_price_1500: Correlation = 0.8691084051328608
cafe_count_1500_price_4000 and cafe_count_500_price_2500: Correlation = 0.951580625029832
cafe_count_1500_price_4000 and cafe_count_500_price_4000: Correlation = 0.9065851659080156
cafe_count_1500_price_4000 and cafe_count_500_price_high: Correlation = 0.8153263009903595
cafe_count_1500_price_4000 and big_church_count_500: Correlation = 0.9115948415038506
cafe_count_1500_price_4000 and church_count_500: Correlation = 0.9216224011189944
cafe_count_1500_price_4000 and office_count_1000: Correlation = 0.8609321929768855
cafe_count_1500_price_4000 and cafe_count_1000: Correlation = 0.974476043570048
cafe_count_1500_price_4000 and cafe_count_1000_na_price: Correlation = 0.9290787616899511
cafe_count_1500_price_4000 and cafe_count_1000_price_500: Correlation = 0.968437620346019
cafe_count_1500_price_4000 and cafe_count_1000_price_1000: Correlation = 0.9199745230868211
cafe_count_1500_price_4000 and cafe_count_1000_price_1500: Correlation = 0.9617156151796624
cafe_count_1500_price_4000 and cafe_count_1000_price_2500: Correlation = 0.9810033394704217
cafe_count_1500_price_4000 and cafe_count_1000_price_4000: Correlation = 0.9879765424999126
cafe_count_1500_price_4000 and big_church_count_1000: Correlation = 0.9128886619792491
cafe_count_1500_price_4000 and church_count_1000: Correlation = 0.9384523616744344
cafe_count_1500_price_4000 and leisure_count_1000: Correlation = 0.9121577840701962
cafe_count_1500_price_4000 and office_count_1500: Correlation = 0.8985352615497579
cafe_count_1500_price_4000 and cafe_count_1500: Correlation = 0.9752931755916068
cafe_count_1500_price_4000 and cafe_count_1500_na_price: Correlation = 0.9477994811833539
cafe_count_1500_price_4000 and cafe_count_1500_price_500: Correlation = 0.9658141266653019
cafe_count_1500_price_4000 and cafe_count_1500_price_1000: Correlation = 0.9530770644287186
cafe_count_1500_price_4000 and cafe_count_1500_price_1500: Correlation = 0.9723002656880524
cafe_count_1500_price_4000 and cafe_count_1500_price_2500: Correlation = 0.9781661348937843
cafe_count_1500_price_high and culture_objects_top_25_raion: Correlation = 0.8129110107356955
cafe_count_1500_price_high and office_raion: Correlation = 0.8307435627519623
cafe_count_1500_price_high and cafe_count_500: Correlation = 0.8665667578151526
cafe_count_1500_price_high and cafe_count_500_price_500: Correlation = 0.8276974419222479
cafe_count_1500_price_high and cafe_count_500_price_1500: Correlation = 0.8239040256304774
cafe_count_1500_price_high and cafe_count_500_price_2500: Correlation = 0.8633391622038836
cafe_count_1500_price_high and cafe_count_500_price_4000: Correlation = 0.8346288447948066
cafe_count_1500_price_high and cafe_count_500_price_high: Correlation = 0.8031866758316205
cafe_count_1500_price_high and office_count_1000: Correlation = 0.851239268513064
cafe_count_1500_price_high and cafe_count_1000: Correlation = 0.8934552295719509
cafe_count_1500_price_high and cafe_count_1000_na_price: Correlation = 0.8443023102719096
cafe_count_1500_price_high and cafe_count_1000_price_500: Correlation = 0.8722600172107731
cafe_count_1500_price_high and cafe_count_1000_price_1000: Correlation = 0.8695146787999919
cafe_count_1500_price_high and cafe_count_1000_price_1500: Correlation = 0.8881831556157399
cafe_count_1500_price_high and cafe_count_1000_price_2500: Correlation = 0.89692794633482
cafe_count_1500_price_high and cafe_count_1000_price_4000: Correlation = 0.8744212030011537
cafe_count_1500_price_high and cafe_count_1000_price_high: Correlation = 0.8167020290890034
cafe_count_1500_price_high and big_church_count_1000: Correlation = 0.8008878204755429
cafe_count_1500_price_high and church_count_1000: Correlation = 0.8100302915279433
cafe_count_1500_price_high and leisure_count_1000: Correlation = 0.8313628058709789
cafe_count_1500_price_high and office_count_1500: Correlation = 0.8713745328558004
cafe_count_1500_price_high and cafe_count_1500: Correlation = 0.9035500108669112
cafe_count_1500_price_high and cafe_count_1500_na_price: Correlation = 0.8751256796971663
cafe_count_1500_price_high and cafe_count_1500_price_500: Correlation = 0.8881083770937911
cafe_count_1500_price_high and cafe_count_1500_price_1000: Correlation = 0.8895134611028902
cafe_count_1500_price_high and cafe_count_1500_price_1500: Correlation = 0.8942872360862766
cafe_count_1500_price_high and cafe_count_1500_price_2500: Correlation = 0.9192803323856822
cafe_count_1500_price_high and cafe_count_1500_price_4000: Correlation = 0.9077797380210703
big_church_count_1500 and culture_objects_top_25_raion: Correlation = 0.8863024251197759
big_church_count_1500 and office_raion: Correlation = 0.8961057449091795
big_church_count_1500 and cafe_count_500: Correlation = 0.9261265542965427
big_church_count_1500 and cafe_count_500_na_price: Correlation = 0.9162601436252414
big_church_count_1500 and cafe_count_500_price_500: Correlation = 0.898434664482656
big_church_count_1500 and cafe_count_500_price_1500: Correlation = 0.8643597115528839
big_church_count_1500 and cafe_count_500_price_2500: Correlation = 0.9341817454006824
big_church_count_1500 and cafe_count_500_price_4000: Correlation = 0.8509346713293148
big_church_count_1500 and big_church_count_500: Correlation = 0.9386183013850602
big_church_count_1500 and church_count_500: Correlation = 0.93979265362435
big_church_count_1500 and office_count_1000: Correlation = 0.8627610531914237
big_church_count_1500 and trc_count_1000: Correlation = 0.8021530774244056
big_church_count_1500 and cafe_count_1000: Correlation = 0.9591611226366221
big_church_count_1500 and cafe_count_1000_na_price: Correlation = 0.9266739775946509
big_church_count_1500 and cafe_count_1000_price_500: Correlation = 0.9598979706806022
big_church_count_1500 and cafe_count_1000_price_1000: Correlation = 0.9115589717692772
big_church_count_1500 and cafe_count_1000_price_1500: Correlation = 0.9521335196972984
big_church_count_1500 and cafe_count_1000_price_2500: Correlation = 0.9520409313741495
big_church_count_1500 and cafe_count_1000_price_4000: Correlation = 0.9444451025275417
big_church_count_1500 and big_church_count_1000: Correlation = 0.9698883989060608
big_church_count_1500 and church_count_1000: Correlation = 0.9701319919082281
big_church_count_1500 and leisure_count_1000: Correlation = 0.8917944255996284
big_church_count_1500 and office_count_1500: Correlation = 0.9098832027652807
big_church_count_1500 and cafe_count_1500: Correlation = 0.9611922340842274
big_church_count_1500 and cafe_count_1500_na_price: Correlation = 0.9445735624130784
big_church_count_1500 and cafe_count_1500_price_500: Correlation = 0.9578270990782424
big_church_count_1500 and cafe_count_1500_price_1000: Correlation = 0.9470018803078268
big_church_count_1500 and cafe_count_1500_price_1500: Correlation = 0.9663095839690677
big_church_count_1500 and cafe_count_1500_price_2500: Correlation = 0.9456490647638275
big_church_count_1500 and cafe_count_1500_price_4000: Correlation = 0.9465274135163384
big_church_count_1500 and cafe_count_1500_price_high: Correlation = 0.8226739119272795
church_count_1500 and culture_objects_top_25_raion: Correlation = 0.8833045920515663
church_count_1500 and office_raion: Correlation = 0.8970338116882154
church_count_1500 and cafe_count_500: Correlation = 0.9287108864418142
church_count_1500 and cafe_count_500_na_price: Correlation = 0.9103258992827793
church_count_1500 and cafe_count_500_price_500: Correlation = 0.9035594518823908
church_count_1500 and cafe_count_500_price_1500: Correlation = 0.8667156452049497
church_count_1500 and cafe_count_500_price_2500: Correlation = 0.9307239533719872
church_count_1500 and cafe_count_500_price_4000: Correlation = 0.8498476458302786
church_count_1500 and big_church_count_500: Correlation = 0.9261278835345657
church_count_1500 and church_count_500: Correlation = 0.9474280879219406
church_count_1500 and office_count_1000: Correlation = 0.8764376561457803
church_count_1500 and cafe_count_1000: Correlation = 0.961020702735005
church_count_1500 and cafe_count_1000_na_price: Correlation = 0.9255835788508312
church_count_1500 and cafe_count_1000_price_500: Correlation = 0.9616158340205829
church_count_1500 and cafe_count_1000_price_1000: Correlation = 0.9207014610206506
church_count_1500 and cafe_count_1000_price_1500: Correlation = 0.9523007112187104
church_count_1500 and cafe_count_1000_price_2500: Correlation = 0.9526684320441251
church_count_1500 and cafe_count_1000_price_4000: Correlation = 0.9381586294083549
church_count_1500 and big_church_count_1000: Correlation = 0.9534241539141352
church_count_1500 and church_count_1000: Correlation = 0.9851879867751553
church_count_1500 and leisure_count_1000: Correlation = 0.8957879773642731
church_count_1500 and office_count_1500: Correlation = 0.9213659631404261
church_count_1500 and cafe_count_1500: Correlation = 0.9643597151900963
church_count_1500 and cafe_count_1500_na_price: Correlation = 0.9442153111641346
church_count_1500 and cafe_count_1500_price_500: Correlation = 0.9625241255005691
church_count_1500 and cafe_count_1500_price_1000: Correlation = 0.9533927071806463
church_count_1500 and cafe_count_1500_price_1500: Correlation = 0.9669221299635838
church_count_1500 and cafe_count_1500_price_2500: Correlation = 0.9503677225607423
church_count_1500 and cafe_count_1500_price_4000: Correlation = 0.9425938727087462
church_count_1500 and cafe_count_1500_price_high: Correlation = 0.8231464776972394
church_count_1500 and big_church_count_1500: Correlation = 0.982289686626973
leisure_count_1500 and culture_objects_top_25_raion: Correlation = 0.8367542654467753
leisure_count_1500 and office_raion: Correlation = 0.8651134061834681
leisure_count_1500 and office_count_500: Correlation = 0.8029024435127117
leisure_count_1500 and cafe_count_500: Correlation = 0.9159258141236309
leisure_count_1500 and cafe_count_500_na_price: Correlation = 0.8445263072706628
leisure_count_1500 and cafe_count_500_price_500: Correlation = 0.8811899459553305
leisure_count_1500 and cafe_count_500_price_1000: Correlation = 0.8012450772634768
leisure_count_1500 and cafe_count_500_price_1500: Correlation = 0.8703096206816885
leisure_count_1500 and cafe_count_500_price_2500: Correlation = 0.9043813996312493
leisure_count_1500 and cafe_count_500_price_4000: Correlation = 0.8503482395385089
leisure_count_1500 and big_church_count_500: Correlation = 0.8432472402557419
leisure_count_1500 and church_count_500: Correlation = 0.8513485142455203
leisure_count_1500 and office_count_1000: Correlation = 0.8952096754775696
leisure_count_1500 and cafe_count_1000: Correlation = 0.9418630041329488
leisure_count_1500 and cafe_count_1000_na_price: Correlation = 0.8967196103346091
leisure_count_1500 and cafe_count_1000_price_500: Correlation = 0.9269246490195884
leisure_count_1500 and cafe_count_1000_price_1000: Correlation = 0.9283320574734485
leisure_count_1500 and cafe_count_1000_price_1500: Correlation = 0.9360352483341502
leisure_count_1500 and cafe_count_1000_price_2500: Correlation = 0.9342516163590636
leisure_count_1500 and cafe_count_1000_price_4000: Correlation = 0.9031024728589513
leisure_count_1500 and big_church_count_1000: Correlation = 0.8843071431114256
leisure_count_1500 and church_count_1000: Correlation = 0.8935885248467796
leisure_count_1500 and leisure_count_1000: Correlation = 0.9582887993471293
leisure_count_1500 and office_count_1500: Correlation = 0.9214571614172972
leisure_count_1500 and cafe_count_1500: Correlation = 0.9471271007667897
leisure_count_1500 and cafe_count_1500_na_price: Correlation = 0.9240080829329693
leisure_count_1500 and cafe_count_1500_price_500: Correlation = 0.9383593726236676
leisure_count_1500 and cafe_count_1500_price_1000: Correlation = 0.9425851388012698
leisure_count_1500 and cafe_count_1500_price_1500: Correlation = 0.9421129470431965
leisure_count_1500 and cafe_count_1500_price_2500: Correlation = 0.9476245418453038
leisure_count_1500 and cafe_count_1500_price_4000: Correlation = 0.9247817216649153
leisure_count_1500 and cafe_count_1500_price_high: Correlation = 0.8649334482907772
leisure_count_1500 and big_church_count_1500: Correlation = 0.9046275643265564
leisure_count_1500 and church_count_1500: Correlation = 0.9119028679226556
sport_count_1500 and sport_count_1000: Correlation = 0.8786638776812735
green_part_2000 and green_part_1500: Correlation = 0.941423568769344
prom_part_2000 and prom_part_1500: Correlation = 0.9296944030308454
office_count_2000 and culture_objects_top_25_raion: Correlation = 0.8486865489927014
office_count_2000 and office_raion: Correlation = 0.9376560718411668
office_count_2000 and office_count_500: Correlation = 0.8682995680818548
office_count_2000 and cafe_count_500: Correlation = 0.9294800517603846
office_count_2000 and cafe_count_500_na_price: Correlation = 0.8537910461470744
office_count_2000 and cafe_count_500_price_500: Correlation = 0.8985675364757302
office_count_2000 and cafe_count_500_price_1000: Correlation = 0.8228517272390194
office_count_2000 and cafe_count_500_price_1500: Correlation = 0.8907332260037443
office_count_2000 and cafe_count_500_price_2500: Correlation = 0.9056259323090827
office_count_2000 and cafe_count_500_price_4000: Correlation = 0.8355758770181955
office_count_2000 and big_church_count_500: Correlation = 0.8547648054409719
office_count_2000 and church_count_500: Correlation = 0.8637698353359896
office_count_2000 and office_count_1000: Correlation = 0.9619405060971721
office_count_2000 and office_sqm_1000: Correlation = 0.8150587381063626
office_count_2000 and cafe_count_1000: Correlation = 0.9527275724415828
office_count_2000 and cafe_count_1000_na_price: Correlation = 0.917477534757561
office_count_2000 and cafe_count_1000_price_500: Correlation = 0.9393281856505044
office_count_2000 and cafe_count_1000_price_1000: Correlation = 0.9477790857551873
office_count_2000 and cafe_count_1000_price_1500: Correlation = 0.9496939158699704
office_count_2000 and cafe_count_1000_price_2500: Correlation = 0.9353339060515474
office_count_2000 and cafe_count_1000_price_4000: Correlation = 0.8898796295621811
office_count_2000 and big_church_count_1000: Correlation = 0.9160299956048866
office_count_2000 and church_count_1000: Correlation = 0.9187172162977878
office_count_2000 and leisure_count_1000: Correlation = 0.8872809766874239
office_count_2000 and office_count_1500: Correlation = 0.9921040425742562
office_count_2000 and office_sqm_1500: Correlation = 0.8155030177314201
office_count_2000 and cafe_count_1500: Correlation = 0.9658383613874669
office_count_2000 and cafe_count_1500_na_price: Correlation = 0.9513984577044668
office_count_2000 and cafe_count_1500_price_500: Correlation = 0.9604473246512553
office_count_2000 and cafe_count_1500_price_1000: Correlation = 0.9667521741614818
office_count_2000 and cafe_count_1500_price_1500: Correlation = 0.9608604305277086
office_count_2000 and cafe_count_1500_price_2500: Correlation = 0.9589819651238493
office_count_2000 and cafe_count_1500_price_4000: Correlation = 0.9180983604725244
office_count_2000 and cafe_count_1500_price_high: Correlation = 0.8806131513748597
office_count_2000 and big_church_count_1500: Correlation = 0.9315102225628358
office_count_2000 and church_count_1500: Correlation = 0.9416749052209655
office_count_2000 and leisure_count_1500: Correlation = 0.924929399579084
office_sqm_2000 and office_raion: Correlation = 0.8177734158698743
